CustomerID,Name,Age,Gender,City,State,Country,SignupDate,PrimeMember
08618bc7-6318-43b3-bfbb-43ea1a5cc8f8,Patricia Gilmore,69,Male,Lake Sarafort,Tennessee,India,16-07-2022,No
119f266b-4be8-448c-9052-b05fb716767f,Yolanda Brock,56,Male,Jonathanview,Alaska,India,02-05-2022,No
b80578c8-4017-4fd3-8d56-0afc413274e0,Kayla Carlson,23,Female,Port Brandon,Oregon,India,15-09-2024,No
11b3b473-efea-4bc2-ac5a-61ae242b8f1e,Suzanne Taylor,46,Male,Jessestad,New Jersey,India,19-04-2024,Yes
19f3618e-ad78-41ee-882f-92a9a4cfeff5,Jennifer Phillips,27,Female,Andreaview,Kentucky,India,26-01-2021,Yes
bbfe5bd2-4aac-4705-bf1e-e4de04db50f2,Brian Carpenter,62,Male,Port Jared,Ohio,India,23-01-2023,No
6de44ff4-1573-4c85-8366-cfcc5de9fe1f,Richard Meadows,33,Female,New Joseph,North Carolina,India,15-02-2024,Yes
026d1698-47e7-4e64-bdad-54cb153bf5a8,Kaitlin Vasquez,49,Female,Baileyland,South Carolina,India,23-09-2024,Yes
7d519fc2-4ab3-432a-9478-25be52cc0bb8,Melissa Mccoy,26,Female,Seanville,Colorado,India,05-11-2020,Yes
a1bcbec5-533e-46b7-a1f4-89489f6ade8d,Austin Vance,70,Male,New Derek,Mississippi,India,28-03-2024,Yes
09f9478a-1ef5-4d81-918f-43e96ae629a0,Crystal Miller,39,Male,Arthurmouth,Florida,India,28-12-2022,Yes
14577fd9-f7c2-49d0-ae35-a723cd95f2c5,Kaitlyn Adams,57,Female,North Catherine,Montana,India,06-02-2021,No
c99524fc-50a4-4dbf-a8ea-355ffe82de86,Gail Norman,50,Female,New Edwinton,Wyoming,India,16-02-2023,No
79c65e87-a28b-4eb0-950c-c51d140452e4,Leah Johnson,44,Female,East Patricia,Alaska,India,05-10-2020,Yes
c1767a32-1e84-4c61-9e44-665c2423051b,Tammy Simpson,46,Female,Hardyville,North Carolina,India,27-01-2022,Yes
f1ee6f08-2ce6-4954-a618-bb73e83c766f,Richard Fischer,70,Male,Youngberg,Indiana,India,02-07-2024,Yes
3f8d3b63-57ff-4edd-bc2d-6a07b6434cae,Benjamin Henry,46,Male,Port Shelley,Mississippi,India,20-07-2024,No
bc50b49e-bccf-4137-a1b6-026bf8f77546,Lonnie Evans,42,Female,Oscarland,Nevada,India,13-11-2021,Yes
3e8150b7-1666-40e8-b4ed-c4a92ff27e1c,Ann Castillo,23,Male,North Shirley,Massachusetts,India,24-03-2020,Yes
c9a095ba-7910-4ca3-ad92-0deb05746b84,Justin Hall,38,Male,South Henry,Kentucky,India,23-11-2022,No
b8fa2ae9-5f15-4ff8-9c4e-ce3e2b03515a,Adriana Robinson,62,Male,Rodriguezborough,Vermont,India,03-09-2022,No
bbf6d8a0-d53a-49b0-acc9-298981347a7c,Daniel Smith,62,Female,North Christopherchester,New Mexico,India,18-05-2024,No
d8646a76-087a-4b11-8307-6eea30c07d23,James Evans,47,Female,Johnsfort,West Virginia,India,28-04-2023,No
9dbf19e4-2148-4898-bef4-f59f65589a60,Joseph Thomas,32,Female,East Loretta,New Hampshire,India,30-06-2020,No
3b89889c-dea8-4a14-97af-70b994f74c11,Heather Davis,32,Male,Michelleport,Washington,India,14-09-2023,Yes
7c718c61-9dfb-4ae9-9f8b-f02360d6ae18,Travis Taylor,54,Female,Desireechester,Pennsylvania,India,13-05-2024,Yes
3564f8a0-5021-4c80-808e-26dd1021c174,Michelle Smith,49,Male,Clarkeland,New Mexico,India,09-10-2023,No
51d2a450-c9f9-4ad8-a9b4-81ae29bb4457,Jennifer Harper,36,Male,Wendytown,Maryland,India,06-08-2024,Yes
9a9c786e-38e1-49e9-9d0b-8ce29757d25b,Jacqueline Johnson,24,Female,West Cody,Missouri,India,27-02-2022,No
3367b016-bff5-44d9-bccb-334a18f84bc0,Stephen Thompson,68,Male,Lake Lisa,Idaho,India,25-12-2020,Yes
f1bb00f5-f722-47f7-bbfe-8f56b68eee2c,Mark Alexander,47,Female,Lake Roberto,Louisiana,India,09-03-2023,No
54ecd295-c510-4c08-a059-1aeb7a51f619,Jeffery Graves,23,Female,West Danieltown,Idaho,India,10-09-2021,No
a871ed35-cf34-4053-95cb-59a2f65b772e,Julian Tucker,68,Male,Samuelton,Louisiana,India,04-11-2020,Yes
5c01b760-cf2f-4d3c-ab00-6aa23aea2d17,Mary Brown,68,Female,Lake Joyceport,West Virginia,India,26-05-2020,Yes
b94c8a1f-fe7c-4877-8bc5-c7ce8eb771d7,Kathy Avery,51,Female,South Mariashire,Wisconsin,India,02-07-2023,No
f73d52e0-3fb3-4d74-8dac-7495a8e86aec,Steven Fields,63,Female,West Kaitlintown,Nebraska,India,22-09-2021,No
a8837b66-0f7d-47e0-ab0f-8e627a88bc07,Carol Smith,38,Male,North Brettport,Louisiana,India,13-06-2023,Yes
2aba2158-51d7-4e85-a56c-564e81f7b517,Keith Wheeler,52,Female,Henryborough,New Hampshire,India,27-09-2023,Yes
cbf8bd30-c7d7-44ac-9036-86c91fc4e228,Heidi Hill,39,Female,East Timothy,Missouri,India,09-10-2024,Yes
04805723-e858-4e79-a23f-c9b482b429b0,Mrs. Angela Lee,28,Male,New Donaldside,Wyoming,India,09-09-2021,No
1352790b-9991-4d2d-b670-cd584b41bd31,Misty Hogan,25,Male,South Devinborough,Michigan,India,03-08-2022,Yes
6c23353d-69e3-4e15-90c5-990e19a7e24e,Christopher Garcia,63,Female,Montgomeryberg,Delaware,India,03-08-2024,No
36c4b5e9-8583-4705-b7b5-e7785fd78845,Shane Jacobs,57,Female,Lorimouth,Kansas,India,11-03-2023,No
3b4cb02a-2f76-4b56-b30e-023abc6e31b6,Joshua Silva,56,Female,Chasefort,Pennsylvania,India,08-02-2023,No
f001db63-1cd3-4d9b-b47c-18ae3deeaf2b,Edwin Jones,38,Female,Whitefurt,Wisconsin,India,25-12-2021,Yes
2f73a6d5-2ebc-4e3f-86ba-0582b8418559,James Martin,68,Female,Lake Haroldburgh,Texas,India,10-04-2022,No
7e9b5a5c-1c19-4668-a362-b995e2c2db7d,Jacqueline Sharp,49,Male,South Ryan,Iowa,India,11-09-2024,No
caa375e8-be80-45d5-ab34-24ebc3d00b13,Christopher Santos,63,Female,Michelleton,South Dakota,India,11-06-2022,Yes
c64282e9-009b-40a1-9a4f-ace4ea84a043,Gregory Davis,61,Male,Christopherland,Tennessee,India,10-06-2020,No
d9169a3d-d07f-4edd-b1d4-bb32baa23405,Jennifer Bullock,44,Male,Stevenmouth,West Virginia,India,25-05-2024,Yes
cccbfa7c-2eae-4747-aa78-69ee52ea6f7a,Jerry French,24,Male,Castanedaland,Ohio,India,13-01-2023,No
5e548f89-e441-4047-a424-d5fd15c82bb3,Leslie Jones,50,Female,Lake Jessica,Minnesota,India,02-08-2021,No
a0dbddec-a64a-4a31-b396-f1ffd24021fb,Anthony Thompson,65,Male,Barbaratown,Rhode Island,India,18-11-2021,No
d386dd3a-12a6-4f54-bd0d-eb6696361dca,Jeffrey Martinez,29,Male,Moorehaven,North Dakota,India,21-03-2021,Yes
5e4f7655-6d63-43fb-9075-4d1bbf8962e5,Carlos Rodriguez,64,Male,North Sabrinaville,Texas,India,18-10-2023,No
c59dd9af-88a7-4423-840d-775d19ec1f18,Jeffrey Wiley,67,Male,Jacobschester,Hawaii,India,17-07-2024,Yes
b20cfdd3-b45a-41b0-897a-1a3e51734e94,Alicia Fletcher,45,Female,Lake Lonnie,New York,India,06-09-2020,Yes
3e63a157-68da-453d-9ade-6e6e0f3b6217,Ronnie Curry,25,Male,Blakeborough,Wyoming,India,28-05-2021,Yes
58e5958f-b2b4-437f-b5c4-21d13dc5b9b6,Katherine Andrews,43,Male,Timothychester,Connecticut,India,03-02-2022,Yes
1debad72-ca3a-4e75-8014-f5c74245dd1f,Ian Smith,51,Male,Julieburgh,Rhode Island,India,25-12-2024,Yes
f3d213af-01b0-4a2c-9e47-c092ef5a259a,Shawn Bean,61,Male,Obrienland,Virginia,India,30-05-2024,No
644f3ecb-3ce0-4665-8f84-cc6e7dca87bd,Jessica James,64,Female,Lyonsville,Arkansas,India,22-10-2020,No
f1aa9f29-a46e-4026-81e0-28b28e5925c2,Courtney Green,48,Female,New Ethan,Alaska,India,05-10-2023,No
905068bf-0040-4093-8fe1-919e5e762260,Jonathan Casey,63,Male,Mariaburgh,Utah,India,28-09-2021,No
245913f9-5585-4701-98cf-df701462ae70,John Hensley,30,Male,Lake Walter,South Carolina,India,15-11-2021,No
22711a77-2eb9-4c75-8e15-fe0ff21f1345,Jennifer Allen,64,Male,Batesland,Georgia,India,22-11-2021,Yes
c5d47363-8ce5-4291-b5fe-a929281a5eef,Lance Marquez,57,Male,Carolynton,New Jersey,India,09-04-2022,Yes
a1077de8-df92-4642-a83b-68d369342932,Kimberly Lyons,69,Male,Sanchezburgh,Montana,India,07-02-2022,No
c8595328-1b34-4d2b-8d40-d6a2694e7611,Melissa Swanson,45,Female,Nancyborough,Pennsylvania,India,10-08-2024,No
700e87b4-636b-4da4-983f-83e953520011,Stacey Scott,54,Male,Mitchellburgh,Iowa,India,25-08-2022,No
199cd37f-ae78-4fe1-ad8c-4e982e6cf385,Erik Gonzalez,28,Female,Markside,Alaska,India,18-10-2023,Yes
4faa78b5-ebcb-4f5d-b076-472806558c3a,Angel Harris,26,Male,North Sarah,Wyoming,India,16-05-2021,No
cadf7289-390b-4c14-bf72-7000d40c66b0,Taylor Beasley,48,Female,Annamouth,Wisconsin,India,10-04-2024,Yes
a1844843-aa40-419b-b024-3c445fe9a530,Jeffrey Walker,20,Female,West Jessica,Connecticut,India,14-01-2020,No
80250ae3-950b-491c-9350-bcbdac72f40c,Mrs. Julia Daniels MD,49,Male,Lake Davidfort,Iowa,India,03-08-2023,No
a731301c-56cb-4409-a4da-9aed7f6ecfb6,Julie Ross,40,Female,Loganfurt,Iowa,India,04-05-2022,Yes
0fbe5563-0e52-467b-bd35-c40018c26ed4,Melissa Sharp,70,Male,North William,Arkansas,India,08-09-2023,Yes
38b1b216-5f76-473c-9686-80400d72f5fd,Meredith Gregory,41,Male,North Kimberlyhaven,Utah,India,23-05-2023,Yes
586d1ab2-f313-440f-ba47-140308c90049,Brenda Montgomery,26,Female,Shariland,North Carolina,India,30-06-2021,Yes
dc9b4e5a-9d4c-4396-a6d9-54bac02f81bb,William Chambers,52,Female,Roseport,North Dakota,India,21-11-2024,No
debf84bf-0fa9-48cd-b9df-55b588efead5,Kelly Mckinney,36,Male,Batesmouth,Arkansas,India,26-11-2022,No
154f15eb-d4b2-4b62-8088-90920093ceec,Cassandra Klein,60,Male,West Kristyfurt,Mississippi,India,21-12-2024,Yes
5cc09399-4300-40d3-b018-382bb1d1980c,Raymond Perez,50,Male,Gonzalezville,Pennsylvania,India,18-01-2024,No
4ffcad09-d8f6-4fea-9a63-3fcc2c768b88,Elizabeth Vance,28,Male,Lake Catherine,Alabama,India,29-04-2021,No
a8360232-86ba-4aca-a861-d52dd7f61dcb,Lisa Lopez,39,Male,West Stacey,Utah,India,15-10-2024,Yes
c3acd28c-149f-44f1-bf63-442565e31ca4,Mark Freeman,46,Female,Malonefurt,Missouri,India,23-01-2020,Yes
704f402b-79a4-4978-baed-87b4f4db8ffa,John Dyer,65,Male,Susanstad,California,India,15-06-2024,Yes
7654a671-017d-4859-b01e-15d136d6289b,Lauren Hahn,46,Male,Combsberg,South Carolina,India,15-02-2021,Yes
371f9607-9471-4798-b876-2476bd09f443,Julie Hale,32,Female,North Richardhaven,Kansas,India,30-07-2024,Yes
9a863734-e786-47b1-82c2-f976cbc54db3,Anthony Martinez,47,Male,South Michael,Virginia,India,12-11-2020,Yes
213d2690-0ea6-4643-b17d-809aaecb9358,Jenna Hart,68,Female,West Steven,Texas,India,26-07-2022,Yes
3738f4c0-d71b-4d50-85ad-bd8e3ddffb60,Paul Ortiz,19,Female,Lake Carol,Montana,India,06-07-2024,Yes
cb0db3fb-8f1f-4ab2-8fb0-fa50b2fa4bcd,Carrie Foley,44,Female,Kellyport,Oregon,India,28-06-2022,Yes
25d97edd-0bd6-4e28-bfd9-d4b4ace9405e,Kathleen May,22,Male,Lake Jessica,Missouri,India,28-09-2024,Yes
ef875789-6553-4db8-b19e-966474e7c6bf,Tracey Parker,51,Male,Josemouth,California,India,03-11-2022,No
7eb8f151-a2d5-4e09-9e88-0afbe4703b9f,Kenneth George,36,Male,Bennettview,Ohio,India,18-11-2021,Yes
d9dcae65-ae35-4a50-9e56-0c5a467de2d1,Joshua Kim,33,Female,East Paul,Nevada,India,28-07-2022,No
59d9957d-e20b-4305-839f-6f25486487f9,Carlos Hull,59,Female,Port Travis,Tennessee,India,13-04-2021,Yes
8134535f-4bde-463c-8432-ea54bec69a5d,Tammy Francis,54,Female,Port Thomasville,Florida,India,09-09-2020,Yes
77640fc4-5da3-43f6-9ec4-52a5986125e0,Ms. Jessica Clark,45,Female,Mitchellfort,Ohio,India,04-12-2022,No
ce16474a-994b-439d-aedf-1d4c0fcbcadd,Thomas Lee,51,Female,Weaverton,Idaho,India,09-12-2022,No
ccc3d9a1-5c5c-488c-b2df-7acbacd5a659,William Smith,24,Female,Kristenshire,Louisiana,India,13-03-2021,No
c260d3d5-ee8b-4f44-8359-2eeb6ae90261,Kyle Robbins,41,Male,Anthonybury,Virginia,India,03-09-2022,No
d49a69f5-d937-4b9a-be53-496bc5663c8a,Morgan Lee,66,Female,New Anthony,Pennsylvania,India,17-10-2021,No
5a3b88de-39ca-471a-b1db-cc36b99fc1e7,Eric Barnes,51,Female,West Jacob,South Carolina,India,27-04-2021,No
7450a37d-03e2-435c-a5cd-d9ad0ea94509,Lisa Rose,61,Female,East Timothyside,North Carolina,India,13-01-2021,Yes
75f9afd0-8e79-49bb-b1ab-b3c53a973ae1,Jordan Williams,63,Female,New Michelle,Massachusetts,India,08-11-2020,Yes
ecbf6632-e552-4cec-a9a9-f800ac311eac,Duane Adams,50,Male,Williamsonmouth,Colorado,India,17-03-2023,No
02a735c3-cd4e-43d9-94e2-29c21f3075db,Todd Brown,70,Female,North Nicholasfort,South Carolina,India,23-09-2024,No
9336eb9a-88fa-4bf6-80bb-5de185511783,Matthew Scott,27,Female,Port James,Oklahoma,India,19-04-2020,No
c2557869-b671-4faf-9a5d-2d36ddd315c4,Margaret Mcguire,28,Female,Lake Donald,New York,India,16-08-2024,No
afd518f8-366a-45cb-b296-97a2eae9cfaf,Joshua Richards,69,Female,Jessicaport,Alabama,India,03-11-2023,No
75bd3707-2819-4730-bfc2-36247bcfc2ab,Angela Davis,20,Female,Courtneyville,Maine,India,25-10-2024,Yes
1592398e-3459-4d40-84f2-6ccdad396cc1,Erika Tucker,61,Male,Port Brandonhaven,West Virginia,India,19-06-2021,Yes
1d9263a3-3204-4092-a271-4ad902309bc8,Melinda Mclaughlin,51,Female,Haleton,Nevada,India,25-04-2021,No
bdce040e-3b5a-4dc3-9479-aaed52aa5252,Thomas Nicholson,57,Male,East Nancy,Washington,India,14-10-2023,Yes
f355dab8-270d-441e-859c-ef1c034a66f9,Benjamin Rogers,70,Male,Nelsonchester,Wisconsin,India,02-12-2024,Yes
d05fec7d-7cdd-42dd-ba65-74096a37e50f,Christopher Shelton,47,Male,Shelbyland,Virginia,India,30-09-2021,No
bc545aad-2423-4bdd-903f-d3021d5f33c4,Noah Hernandez,43,Male,Port Christopher,West Virginia,India,27-11-2023,Yes
afedc9f0-eb6a-4fb6-b91d-073ae2f4629c,John Rogers,35,Male,Lyonsfort,New Mexico,India,24-10-2022,Yes
4a923fc0-adda-41af-9ff3-12a5c63a8869,Lauren Sanchez,49,Female,West Isaacmouth,West Virginia,India,17-02-2023,Yes
f0275ea1-50e9-46b2-8fee-ff9229a839d4,John Sloan,52,Female,Port Deannamouth,Massachusetts,India,16-09-2024,Yes
2e28f3d8-dd12-4fa6-8c45-62796282d7b1,Kevin Jensen,37,Male,North Timothy,Delaware,India,08-11-2024,No
b3643ea9-53a8-4fbf-a05a-b57f6de62af8,Amber Moss,28,Male,Garciaport,Florida,India,21-11-2024,No
53bec6c0-d53b-484b-a66b-9dee017fe0c0,Emily Beck,56,Female,Barnettfort,Illinois,India,27-02-2024,No
4daf4cb6-aa6b-4fb3-84a4-177d124130a0,Tracy Berry,22,Male,Kristenmouth,Texas,India,16-12-2020,Yes
779e8091-cb77-49e2-b0b7-f1a9682f03aa,Pamela Lara,63,Female,Johnsonhaven,North Dakota,India,26-10-2020,No
8d5edca6-a871-4517-ab05-3516d5f08ba7,Karen Vance,41,Female,Simonborough,Alaska,India,17-02-2021,No
b29586c8-2162-46b9-9d98-124ef8edd527,Ruben Wallace,33,Male,Lake Kevin,Idaho,India,16-10-2023,No
58f65ade-2dc0-42bc-8c61-58d80164cbfb,Debra Castillo,46,Male,West Nicole,Arkansas,India,13-11-2021,No
6b5007fc-9882-4826-8339-7d96acc84618,Tina Reed,22,Male,South Johnland,Ohio,India,30-01-2022,Yes
8379880e-66f4-4971-9857-b001175f08af,Natasha Roth,29,Female,Nicholsonfurt,Kentucky,India,03-05-2024,Yes
11a25263-cc5f-47e9-933b-cd476a114108,Rebecca Whitaker,22,Male,Newtonchester,Kentucky,India,25-10-2024,Yes
c76195c0-a94c-452c-a298-54cc54137bbf,Kenneth Horn,31,Female,Nathanville,Rhode Island,India,09-12-2024,No
74192831-ced4-4c7c-98a6-f67de683f798,Jennifer Fletcher,37,Male,Ryanstad,Montana,India,27-02-2021,No
74981e41-0431-4a8f-a6d9-d65858382127,Robert Bowers,63,Female,Thomasview,Colorado,India,06-04-2023,No
7c07edac-cc8f-4ba8-afe6-92f25b27327d,Andrea Gray,68,Male,Katherinestad,North Carolina,India,16-03-2022,No
8e047740-a054-4d96-97ac-f29677a32731,Keith James,57,Female,West Rachel,South Carolina,India,25-07-2020,No
0a53fda1-0c04-4469-ada7-de58e83408b7,Ruth Schultz,37,Male,South Tammymouth,Kentucky,India,24-04-2020,Yes
bba7a942-a9e7-43cd-853f-63e8dc386229,Shannon Thompson,24,Male,Port Steven,South Dakota,India,10-06-2020,No
7cb8a350-704c-4842-8013-7c1c4a75cba1,Thomas Saunders,50,Male,Marybury,Kentucky,India,31-07-2022,Yes
a78d6208-1f93-495f-a2cc-813ae0245945,Allen Simpson,57,Male,Burgesstown,Nevada,India,14-09-2021,Yes
3b6cca16-c7a0-4a2f-96a5-5b31b87812dc,Annette Shields MD,66,Female,New Brandonhaven,Utah,India,05-04-2024,Yes
dc8d1159-f96e-4b44-8b01-bc919920511b,Jeremy Henry,51,Female,Solomonton,Louisiana,India,12-01-2021,No
925e4e39-2570-4d67-8183-df75e352d89f,Jennifer Clark,58,Male,Palmerburgh,Florida,India,30-04-2022,Yes
1803360f-9744-4fb7-ae36-f68dae3ac544,Robert Vazquez,24,Female,New Rebeccaton,Utah,India,29-11-2021,No
ddee81ca-7448-4690-8b9f-e99c6e0aebed,Shaun Clayton,39,Male,Glenshire,Wyoming,India,24-11-2022,No
1d53243d-61dc-4cf2-b23f-13d02a321a55,Nancy Davis,66,Male,Lake Anna,Montana,India,01-09-2021,No
55210604-28ff-43f1-8c5e-e0ccd7d597d6,Jonathan Martinez,39,Male,Shahhaven,West Virginia,India,25-02-2020,Yes
a0ec8e6e-777c-4b26-86a2-6fc8471bafaf,Jennifer Mejia,25,Male,Terranceton,New Hampshire,India,20-02-2022,No
59277166-0596-4bd7-8aa0-b1df5aeaa255,Michael Marshall,58,Male,New Monicaborough,Delaware,India,21-09-2022,Yes
2a579709-6f78-4378-af26-8af60242a192,Rebekah Roberson,50,Male,Robinsonview,Nevada,India,12-12-2024,Yes
7c727ad9-4df2-4e28-93f0-aac2adbe767c,Jake Mills,35,Female,Andersonview,Indiana,India,21-03-2024,No
a91e527a-1ce0-4fd6-95b1-95c858a73167,James Gibson,46,Female,Port Toni,Maryland,India,03-02-2022,Yes
652177e5-22a4-44ef-84e0-296aa5ad1463,Maxwell Torres,31,Male,Port Tinaville,Alaska,India,24-09-2020,No
43a30b56-833d-47b3-99ec-19139f8c6406,Jessica Hernandez,68,Male,Jamesfort,Indiana,India,23-04-2020,No
531277b9-b884-46a4-b46b-76fc50b4894e,Kyle Cooley,59,Female,Donnamouth,Illinois,India,21-06-2022,Yes
53dda717-ecb5-42de-ac16-c192498c0b9a,Frank Newman,41,Female,Reedstad,New Mexico,India,01-05-2022,No
8f935be5-13c0-4d1f-bcd6-6c98b882ec74,James Carroll,51,Male,West David,Mississippi,India,15-06-2023,No
281fd6c0-72bd-4fe5-972e-dd7dbc74ffc5,Latasha Stewart,47,Female,Lake Brandon,Maine,India,22-10-2021,Yes
7b9d18c7-887a-45af-af8f-72bcac749070,Scott Arroyo,41,Male,Hickstown,Alabama,India,07-01-2022,Yes
1cf80a49-16ac-43ca-ab50-fa33cb1b790a,Scott Estrada,69,Male,North Marcmouth,North Carolina,India,13-03-2024,Yes
82ea7efb-dd18-42cd-a4e3-9e2f4519beb5,Hannah Day,19,Female,New Patricia,Minnesota,India,01-09-2020,No
5461729a-9e27-49e8-87c4-68097932e0dc,Hannah Meyer,21,Male,New Kaylamouth,Texas,India,02-05-2022,Yes
6427b23d-8cc4-49f4-a3b8-f8e277aba91e,Karen Mata,23,Male,Lopezborough,Illinois,India,05-02-2021,No
61091aae-c384-40c6-8dfb-a933bc64cd88,Allison Carter,32,Female,Bakerview,New Mexico,India,01-02-2021,No
148e0d7b-f04b-4900-958a-3ae911d14785,Gregory Singleton,65,Male,West Ann,Massachusetts,India,10-12-2024,No
5f248d6e-f394-4385-b88d-fb7fb2c3f9d6,Ronald Martin,47,Male,Hunterbury,North Carolina,India,09-02-2021,No
1d31bf9f-897a-4ec9-809b-ac25ac42a8b9,Bobby Morales,18,Female,Lake Thomas,Ohio,India,08-06-2023,Yes
d736cf4e-bf76-4cc3-996c-8db1de150ed5,Yvette Murray,49,Female,Robertsborough,Massachusetts,India,07-05-2023,No
5db1074b-eb33-470f-8c05-2ea9cb2854fb,Elizabeth Jones,66,Male,Lake Madison,Washington,India,20-08-2020,No
f6d58102-7aa6-4c89-b9ea-ce5010429043,Jamie Day,25,Male,South Gilbert,Wyoming,India,27-04-2023,No
796d0989-10f2-448e-a2e0-d3c7ca228af6,Ryan Schwartz,18,Male,Andersenchester,Alabama,India,10-03-2020,No
b213d916-5ac9-42d6-91ba-11c5ebe43db7,Curtis Garcia,43,Female,North Jose,Louisiana,India,06-01-2021,Yes
7016175d-5293-48c6-8773-7907ea1ac9b8,John Schmidt,62,Female,West Christine,Wyoming,India,06-05-2024,Yes
0282fb1f-8cee-44d2-9a13-164de0b93daa,Ashley Morris,45,Female,Lake Harold,Illinois,India,06-11-2023,Yes
6ac40e1b-5d71-4767-871f-8800b928bd75,Brian Silva,20,Male,Brianfurt,Mississippi,India,20-05-2023,Yes
1f7c5978-0c76-4ea2-b679-4d33b96b013a,Emily Peters,53,Male,Joannberg,Pennsylvania,India,01-01-2023,No
faffe3ac-b12f-4c9b-879f-4e39d9e373fc,Thomas Collins,33,Female,Mccallside,Virginia,India,20-08-2021,Yes
7ea5bc61-6fd5-47ef-83da-10617f09ed2e,Dwayne King,67,Female,Jenniferside,New Hampshire,India,23-03-2021,Yes
dcb34ae6-437a-4021-81ce-8ce36e5b90a8,Nancy Lopez DVM,70,Female,Maryfort,Colorado,India,16-03-2024,No
c0681431-2e66-4eb3-885b-213a256e18c8,Donald Thomas,68,Male,Thomashaven,North Dakota,India,09-07-2024,Yes
f707bfca-5aeb-4425-b2e2-b0df5279639b,Danny Collins,43,Female,Jenniferfurt,Wyoming,India,14-07-2024,Yes
e0458722-01c3-4c5a-aea6-14af5373d488,Paul Carter,19,Male,Taylorhaven,Texas,India,10-03-2024,Yes
92fb63de-f6a6-45ec-a859-cdda2fb3e616,Steven Davis,58,Male,Brownhaven,Kentucky,India,20-02-2024,Yes
002241dd-4afb-42cc-ab4c-fe99033aef33,Anita Thomas,23,Female,Port Calebstad,Minnesota,India,27-06-2023,No
578a2614-943b-49ab-939f-42f93c91e6b2,Glenn Perry,51,Female,New Jonathanhaven,Maryland,India,08-11-2022,Yes
98df03af-ac56-4bca-a8ec-9fafc7ab44e7,Robert Larson,40,Female,Johnsonmouth,New Hampshire,India,13-06-2021,Yes
0df12078-44c9-4e89-8689-6aa5b3e95a15,Alison Ramirez,64,Female,Lopezmouth,North Dakota,India,01-11-2022,Yes
00de2e69-4235-4827-8274-2a12da1b8809,Diane Campbell,61,Male,Melindabury,Texas,India,10-04-2022,No
634066a1-4d23-4298-8ff8-ede938a1c980,Rachel Guerrero,54,Male,Robertbury,Montana,India,02-02-2022,Yes
